activation_traffic activation_request_confidentiality c SEQDFS
activation_traffic activation_response_confidentiality c SEQDFS
activation_traffic C01_compromised_psk_exposes_attacker_initiated_activation_response c SEQDFS
activation_traffic activation_completion_confidentiality c SEQDFS
binding_isolation R09_other_binding_stable_without_its_own_mutation s SEQDFS
binding_isolation R09_two_bindings_isolation_executable s BFS
client_rotation_state R01_successor_is_export_of_one_rotation_context c SEQDFS
client_rotation_state R01_pending_requests_repeat_fixed_encapsulation i SEQDFS
client_rotation_serialization R01_no_second_client_rotation_before_confirmation i SEQDFS
rotation_confirmation R06_confirmation_matches_device_successor c SEQDFS
rotation_confirmation R06_only_matching_pending_encapsulation_is_cleared c SEQDFS
rotation_confirmation R06_delayed_confirmation_after_invalidation_executable s BFS
honest_rotation_trace R00_honest_rotation_and_confirmation_executable c SEQDFS
rotation_recovery_trace R07_lost_confirmation_recovery_executable c SEQDFS
current_psk_compromise C01_compromised_current_psk_can_race_rotation c SEQDFS
previous_psk_compromise R05_compromised_previous_psk_cannot_forge_rotation c SEQDFS
previous_psk_compromise R05_honest_candidate_gate_executable c SEQDFS
previous_psk_compromise C01_current_disclosure_allows_candidate_forgery c SEQDFS
previous_psk_authority R05_previous_ordinary_use_is_executable c SEQDFS
honest_end_to_end_trace composition_pairing_activation_rotation_executable c SEQDFS
end_to_end_lineage C03_late_device_key_recovers_initial_psk s SEQDFS
end_to_end_lineage C03_late_device_key_recovers_successor_lineage s SEQDFS
end_to_end_lineage C03_late_device_key_decrypts_pre_and_post_rotation_traffic s SEQDFS
end_to_end_lineage no_initial_psk_disclosure_without_device_key c SEQDFS
end_to_end_lineage domain_and_mode_contexts_are_distinct c SEQDFS
end_to_end_lineage honest_request_id_is_not_rotation_reserved_id c SEQDFS
honest_pairing_activation P01_honest_pairing_activation_executable c SEQDFS
paired_exchange X00_honest_full_exchange_executable c SEQDFS
paired_exchange X01_request_confidentiality_even_after_psk_disclosure c SEQDFS
paired_exchange X01_request_authentication c SEQDFS
paired_exchange X02_honest_response_confidentiality c SEQDFS
paired_exchange X02_response_authenticates_context_possession_not_device_origin c SEQDFS
paired_exchange X02_client_can_construct_valid_response_negative_control c SEQDFS
paired_exchange X03_completion_confidentiality c SEQDFS
paired_exchange X03_completion_authentication_and_record_order c SEQDFS
paired_exchange X04_accepted_request_matches_all_context_identifiers c SEQDFS
paired_exchange live_context_reveal_allows_first_request_replacement c SEQDFS
paired_exchange live_context_reveal_allows_completion_forgery c SEQDFS
paired_exchange X05_one_ciphertext_cannot_cross_request_contexts c SEQDFS
paired_exchange X05_request_record_cannot_be_completion_record c SEQDFS
paired_exchange X06_request_application_effect_once c SEQDFS
paired_exchange X06_fixed_response_redelivery c SEQDFS
paired_exchange X06_completion_application_effect_once c SEQDFS
paired_exchange X06_replay_redelivers_without_reprocessing c SEQDFS
paired_exchange X07_one_plaintext_per_response_key_nonce c SEQDFS
paired_exchange C01_psk_disclosure_enables_impersonation c SEQDFS
paired_exchange C02_recorded_request_survives_psk_only_disclosure c SEQDFS
paired_exchange C02_recorded_exchange_survives_psk_only_disclosure c SEQDFS
paired_exchange C02_completed_exchange_then_psk_disclosure_executable c SEQDFS
paired_exchange joint_device_key_and_psk_compromise_breaks_recorded_request c SEQDFS
paired_exchange honest_request_id_is_not_rotation_reserved_id c SEQDFS
pairing_activation P02_completion_matches_committed_secret c SEQDFS
pairing_activation P02_ordered_distinct_base_records c SEQDFS
pairing_activation P03_sas_full_transcript_agreement c SEQDFS
pairing_activation P03_sas_implies_psk_agreement s SEQDFS
pairing_activation P03_verified_pairing_completion_agreement s SEQDFS
pairing_activation device_key_compromise_allows_equal_sas_with_different_psks s SEQDFS
pairing_activation P01_active_network_pairing_activation_executable s SEQDFS
pairing_activation P03_sas_injective c SEQDFS
pairing_activation P05_no_activation_before_sas c SEQDFS
pairing_activation P05_rejected_attempt_cannot_activate c SEQDFS
pairing_activation P06_device_activation_agreement s SEQDFS
pairing_activation P07_client_activation_authenticates_response s SEQDFS
pairing_activation P08_one_pairing_response_tuple c SEQDFS
pairing_activation P08_pairing_completion_processed_once c SEQDFS
pairing_activation P08_pairing_response_redelivery_executable c SEQDFS
pairing_activation P08_pairing_completion_redelivery_executable c SEQDFS
pairing_activation P08_activation_processed_once c SEQDFS
pairing_activation P08_activation_response_redelivery_is_exact c SEQDFS
pairing_activation P08_activation_completion_accepted_once c SEQDFS
pairing_activation pairing_application_secret_after_verified_sas c SEQDFS
pairing_activation honest_request_id_is_not_rotation_reserved_id c SEQDFS
pairing_pre_sas_attacks P04_active_relay_learns_pre_sas_application c SEQDFS
pairing_pre_sas_attacks P05_device_pending_metadata_can_be_attacker_chosen c SEQDFS
psk_rotation R02_adoption_requires_candidate_authenticated_request i SEQDFS
psk_rotation R03_no_bare_rotation_state_change i SEQDFS
psk_rotation R04_current_psk_success_ignores_rotation_field i SEQDFS
psk_rotation R05_previous_request_does_not_rotate i SEQDFS
psk_rotation derived_successor_differs_from_predecessor i SEQDFS
psk_rotation X08_completion_uses_accepted_request_generation i SEQDFS
psk_rotation honest_request_id_is_not_rotation_reserved_id i SEQDFS
retained_invalidation_traces R09_retained_completion_survives_invalidation c SEQDFS
retained_invalidation_traces R09_cached_response_survives_invalidation c SEQDFS
old_completion_rotation_trace X08_old_request_completion_after_rotation_executable c SEQDFS
rollback_clone C04_two_clones_fork_distinct_successors s SEQDFS
rollback_clone C04_forked_rotations_race_one_device_lineage s SEQDFS
rollback_clone C04_at_most_one_distinct_fork_candidate_is_adopted i SEQDFS
rollback_clone honest_request_id_is_not_rotation_reserved_id i SEQDFS
rollback_clone_causality C04_rotation_is_not_compromise_recovery c SEQDFS
binding_state R05_overlap_expiry_and_replacement_executable s BFS
binding_state invalidated_binding_never_used_again s SEQDFS
binding_state R09_no_new_request_acceptance_after_invalidation s SEQDFS
binding_state active_use_requires_activation s SEQDFS
binding_state rejection_excludes_activation s SEQDFS
binding_state R09_only_active_bindings_rotate s SEQDFS
binding_state previous_state_has_rotation s SEQDFS
binding_state retired_generation_never_used s SEQDFS
binding_state expired_overlap_never_used s SEQDFS
binding_state C04_one_successor_per_device_generation s SEQDFS
binding_state R08_previous_is_predecessor_of_current_generation s SEQDFS
binding_state R05_expired_previous_never_authenticates_later s SEQDFS
binding_state R05_retired_generation_never_becomes_current s SEQDFS
binding_state R05_second_rotation_retires_older_generation s SEQDFS
slot_lifecycle X06_full_retention_compaction_lifecycle_executable s BFS
slot_lifecycle X06_request_effect_at_most_once s SEQDFS
slot_lifecycle completed_slot_never_pending_again s SEQDFS
slot_lifecycle compacted_cache_never_used_again s SEQDFS
slot_lifecycle discarded_slot_never_used_again s SEQDFS
slot_lifecycle X06_completion_effect_at_most_once s SEQDFS
slot_lifecycle response_fixed_once s SEQDFS
slot_lifecycle cached_response_was_fixed s SEQDFS
slot_lifecycle X06_response_bytes_never_change s SEQDFS
slot_lifecycle X06_compaction_prevents_response_regeneration s SEQDFS
slot_lifecycle X06_discarded_slot_has_no_later_effects s SEQDFS
